"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","A1101",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈"
"1995100000","1995年度","30424","和歌山県 古座川町","","3,884",""
"1995100000","1995年度","30427","和歌山県 北山村","","593",""
"1995100000","1995年度","30428","和歌山県 串本町","","22,521",""
"1995100000","1995年度","31201","鳥取県 鳥取市","","197,959",""
"1995100000","1995年度","31202","鳥取県 米子市","","143,856",""
"1995100000","1995年度","31203","鳥取県 倉吉市","","55,669",""
"1995100000","1995年度","31204","鳥取県 境港市","","37,365",""
"1995100000","1995年度","31302","鳥取県 岩美町","","14,713",""
"1995100000","1995年度","31325","鳥取県 若桜町","","5,548",""
"1995100000","1995年度","31328","鳥取県 智頭町","","10,082",""
"1995100000","1995年度","31329","鳥取県 八頭町","","20,806",""
"1995100000","1995年度","31364","鳥取県 三朝町","","8,356",""
"1995100000","1995年度","31370","鳥取県 湯梨浜町","","17,167",""
"1995100000","1995年度","31371","鳥取県 琴浦町","","21,184",""
"1995100000","1995年度","31372","鳥取県 北栄町","","17,228",""
"1995100000","1995年度","31384","鳥取県 日吉津村","","2,760",""
"1995100000","1995年度","31386","鳥取県 大山町","","20,563",""
"1995100000","1995年度","31389","鳥取県 南部町","","12,345",""
"1995100000","1995年度","31390","鳥取県 伯耆町","","12,709",""
"1995100000","1995年度","31401","鳥取県 日南町","","7,382",""
"1995100000","1995年度","31402","鳥取県 日野町","","4,921",""
"1995100000","1995年度","31403","鳥取県 江府町","","4,316",""
"1995100000","1995年度","32201","島根県 松江市","","206,718",""
"1995100000","1995年度","32202","島根県 浜田市","","68,103",""
"1995100000","1995年度","32203","島根県 出雲市","","172,001",""
"1995100000","1995年度","32204","島根県 益田市","","56,596",""
"1995100000","1995年度","32205","島根県 大田市","","44,953",""
"1995100000","1995年度","32206","島根県 安来市","","46,934",""
"1995100000","1995年度","32207","島根県 江津市","","30,740",""
"1995100000","1995年度","32209","島根県 雲南市","","48,248",""
"1995100000","1995年度","32343","島根県 奥出雲町","","17,426",""
"1995100000","1995年度","32386","島根県 飯南町","","6,893",""
"1995100000","1995年度","32441","島根県 川本町","","5,099",""
"1995100000","1995年度","32448","島根県 美郷町","","7,211",""
"1995100000","1995年度","32449","島根県 邑南町","","14,456",""
"1995100000","1995年度","32501","島根県 津和野町","","11,389",""
"1995100000","1995年度","32505","島根県 吉賀町","","8,600",""
"1995100000","1995年度","32525","島根県 海士町","","2,857",""
"1995100000","1995年度","32526","島根県 西ノ島町","","4,048",""
"1995100000","1995年度","32527","島根県 知夫村","","802",""
"1995100000","1995年度","32528","島根県 隠岐の島町","","18,367",""
"1995100000","1995年度","33100","岡山県 岡山市","","663,346",""
"1995100000","1995年度","33101","岡山県 岡山市 北区","","-",""
"1995100000","1995年度","33102","岡山県 岡山市 中区","","-",""
"1995100000","1995年度","33103","岡山県 岡山市 東区","","-",""
"1995100000","1995年度","33104","岡山県 岡山市 南区","","-",""
"1995100000","1995年度","33202","岡山県 倉敷市","","453,618",""
"1995100000","1995年度","33203","岡山県 津山市","","113,617",""
"1995100000","1995年度","33204","岡山県 玉野市","","71,330",""
"1995100000","1995年度","33205","岡山県 笠岡市","","60,478",""
"1995100000","1995年度","33207","岡山県 井原市","","47,647",""
"1995100000","1995年度","33208","岡山県 総社市","","65,437",""
"1995100000","1995年度","33209","岡山県 高梁市","","43,115",""
"1995100000","1995年度","33210","岡山県 新見市","","39,891",""
"1995100000","1995年度","33211","岡山県 備前市","","44,855",""
"1995100000","1995年度","33212","岡山県 瀬戸内市","","39,228",""
"1995100000","1995年度","33213","岡山県 赤磐市","","43,011",""
"1995100000","1995年度","33214","岡山県 真庭市","","56,607",""
"1995100000","1995年度","33215","岡山県 美作市","","36,140",""
"1995100000","1995年度","33216","岡山県 浅口市","","38,595",""
"1995100000","1995年度","33346","岡山県 和気町","","17,227",""
"1995100000","1995年度","33423","岡山県 早島町","","11,562",""
"1995100000","1995年度","33445","岡山県 里庄町","","10,583",""
"1995100000","1995年度","33461","岡山県 矢掛町","","16,803",""
"1995100000","1995年度","33586","岡山県 新庄村","","1,101",""
"1995100000","1995年度","33606","岡山県 鏡野町","","15,731",""
"1995100000","1995年度","33622","岡山県 勝央町","","11,669",""
"1995100000","1995年度","33623","岡山県 奈義町","","7,230",""
"1995100000","1995年度","33643","岡山県 西粟倉村","","1,902",""
"1995100000","1995年度","33663","岡山県 久米南町","","6,266",""
"1995100000","1995年度","33666","岡山県 美咲町","","18,254",""
"1995100000","1995年度","33681","岡山県 吉備中央町","","15,507",""
"1995100000","1995年度","34100","広島県 広島市","","1,117,117",""
"1995100000","1995年度","34101","広島県 広島市 中区","","128,360",""
"1995100000","1995年度","34102","広島県 広島市 東区","","124,829",""
"1995100000","1995年度","34103","広島県 広島市 南区","","138,208",""
"1995100000","1995年度","34104","広島県 広島市 西区","","178,838",""
"1995100000","1995年度","34105","広島県 広島市 安佐南区","","185,414",""
"1995100000","1995年度","34106","広島県 広島市 安佐北区","","154,079",""
"1995100000","1995年度","34107","広島県 広島市 安芸区","","74,542",""
"1995100000","1995年度","34108","広島県 広島市 佐伯区","","132,847",""
"1995100000","1995年度","34202","広島県 呉市","","270,179",""
"1995100000","1995年度","34203","広島県 竹原市","","33,451",""
"1995100000","1995年度","34204","広島県 三原市","","108,617",""
"1995100000","1995年度","34205","広島県 尾道市","","159,890",""
"1995100000","1995年度","34207","広島県 福山市","","453,791",""
"1995100000","1995年度","34208","広島県 府中市","","50,356",""
"1995100000","1995年度","34209","広島県 三次市","","62,910",""
"1995100000","1995年度","34210","広島県 庄原市","","48,539",""
"1995100000","1995年度","34211","広島県 大竹市","","32,850",""
"1995100000","1995年度","34212","広島県 東広島市","","165,153",""
"1995100000","1995年度","34213","広島県 廿日市市","","112,591",""
"1995100000","1995年度","34214","広島県 安芸高田市","","35,821",""
"1995100000","1995年度","34215","広島県 江田島市","","34,866",""
"1995100000","1995年度","34302","広島県 府中町","","50,676",""
"1995100000","1995年度","34304","広島県 海田町","","30,047",""
"1995100000","1995年度","34307","広島県 熊野町","","24,953",""
"1995100000","1995年度","34309","広島県 坂町","","12,419",""
"1995100000","1995年度","34368","広島県 安芸太田町","","10,257",""
"1995100000","1995年度","34369","広島県 北広島町","","22,458",""
"1995100000","1995年度","34431","広島県 大崎上島町","","10,854",""
"1995100000","1995年度","34462","広島県 世羅町","","20,735",""
"1995100000","1995年度","34545","広島県 神石高原町","","13,218",""
"1995100000","1995年度","35201","山口県 下関市","","310,717",""
"1995100000","1995年度","35202","山口県 宇部市","","182,771",""
"1995100000","1995年度","35203","山口県 山口市","","193,172",""
"1995100000","1995年度","35204","山口県 萩市","","65,293",""
"1995100000","1995年度","35206","山口県 防府市","","118,803",""
"1995100000","1995年度","35207","山口県 下松市","","53,471",""
"1995100000","1995年度","35208","山口県 岩国市","","156,347",""
"1995100000","1995年度","35210","山口県 光市","","55,408",""
"1995100000","1995年度","35211","山口県 長門市","","45,565",""
"1995100000","1995年度","35212","山口県 柳井市","","38,963",""
"1995100000","1995年度","35213","山口県 美祢市","","32,396",""
"1995100000","1995年度","35215","山口県 周南市","","161,562",""
"1995100000","1995年度","35216","山口県 山陽小野田市","","68,745",""
"1995100000","1995年度","35305","山口県 周防大島町","","24,795",""
"1995100000","1995年度","35321","山口県 和木町","","6,959",""
"1995100000","1995年度","35341","山口県 上関町","","4,845",""
"1995100000","1995年度","35343","山口県 田布施町","","16,203",""
"1995100000","1995年度","35344","山口県 平生町","","14,618",""
"1995100000","1995年度","35502","山口県 阿武町","","4,910",""
"1995100000","1995年度","36201","徳島県 徳島市","","268,706",""
"1995100000","1995年度","36202","徳島県 鳴門市","","64,923",""
"1995100000","1995年度","36203","徳島県 小松島市","","43,349",""
"1995100000","1995年度","36204","徳島県 阿南市","","79,479",""
"1995100000","1995年度","36205","徳島県 吉野川市","","48,383",""
"1995100000","1995年度","36206","徳島県 阿波市","","42,657",""
"1995100000","1995年度","36207","徳島県 美馬市","","38,202",""
"1995100000","1995年度","36208","徳島県 三好市","","40,087",""
"1995100000","1995年度","36301","徳島県 勝浦町","","7,067",""
"1995100000","1995年度","36302","徳島県 上勝町","","2,318",""
"1995100000","1995年度","36321","徳島県 佐那河内村","","3,245",""
"1995100000","1995年度","36341","徳島県 石井町","","25,436",""
"1995100000","1995年度","36342","徳島県 神山町","","8,614",""
"1995100000","1995年度","36368","徳島県 那賀町","","12,572",""
"1995100000","1995年度","36383","徳島県 牟岐町","","6,251",""
"1995100000","1995年度","36387","徳島県 美波町","","9,928",""
"1995100000","1995年度","36388","徳島県 海陽町","","12,399",""
"1995100000","1995年度","36401","徳島県 松茂町","","13,562",""
"1995100000","1995年度","36402","徳島県 北島町","","19,514",""
"1995100000","1995年度","36403","徳島県 藍住町","","28,408",""
"1995100000","1995年度","36404","徳島県 板野町","","13,999",""
"1995100000","1995年度","36405","徳島県 上板町","","12,721",""
"1995100000","1995年度","36468","徳島県 つるぎ町","","14,614",""
"1995100000","1995年度","36489","徳島県 東みよし町","","15,993",""
"1995100000","1995年度","37201","香川県 高松市","","412,626",""
"1995100000","1995年度","37202","香川県 丸亀市","","106,107",""
"1995100000","1995年度","37203","香川県 坂出市","","61,351",""
"1995100000","1995年度","37204","香川県 善通寺市","","37,361",""
"1995100000","1995年度","37205","香川県 観音寺市","","67,542",""
"1995100000","1995年度","37206","香川県 さぬき市","","58,390",""
"1995100000","1995年度","37207","香川県 東かがわ市","","39,226",""
"1995100000","1995年度","37208","香川県 三豊市","","75,845",""
"1995100000","1995年度","37322","香川県 土庄町","","19,074",""
"1995100000","1995年度","37324","香川県 小豆島町","","19,700",""
"1995100000","1995年度","37341","香川県 三木町","","27,766",""
"1995100000","1995年度","37364","香川県 直島町","","4,162",""
"1995100000","1995年度","37386","香川県 宇多津町","","14,928",""
"1995100000","1995年度","37387","香川県 綾川町","","25,421",""
"1995100000","1995年度","37403","香川県 琴平町","","12,002",""
"1995100000","1995年度","37404","香川県 多度津町","","23,749",""
"1995100000","1995年度","37406","香川県 まんのう町","","21,756",""
"1995100000","1995年度","38201","愛媛県 松山市","","497,203",""
"1995100000","1995年度","38202","愛媛県 今治市","","185,435",""
"1995100000","1995年度","38203","愛媛県 宇和島市","","100,776",""
"1995100000","1995年度","38204","愛媛県 八幡浜市","","47,410",""
"1995100000","1995年度","38205","愛媛県 新居浜市","","128,236",""
"1995100000","1995年度","38206","愛媛県 西条市","","114,706",""
"1995100000","1995年度","38207","愛媛県 大洲市","","53,850",""
"1995100000","1995年度","38210","愛媛県 伊予市","","41,064",""
"1995100000","1995年度","38213","愛媛県 四国中央市","","95,658",""
"1995100000","1995年度","38214","愛媛県 西予市","","49,022",""
"1995100000","1995年度","38215","愛媛県 東温市","","33,058",""
"1995100000","1995年度","38356","愛媛県 上島町","","9,380",""
"1995100000","1995年度","38386","愛媛県 久万高原町","","12,781",""
"1995100000","1995年度","38401","愛媛県 松前町","","30,106",""
"1995100000","1995年度","38402","愛媛県 砥部町","","21,705",""
"1995100000","1995年度","38422","愛媛県 内子町","","21,678",""
"1995100000","1995年度","38442","愛媛県 伊方町","","14,787",""
"1995100000","1995年度","38484","愛媛県 松野町","","5,038",""
"1995100000","1995年度","38488","愛媛県 鬼北町","","13,706",""
"1995100000","1995年度","38506","愛媛県 愛南町","","31,101",""
"1995100000","1995年度","39201","高知県 高知市","","339,864",""
"1995100000","1995年度","39202","高知県 室戸市","","21,430",""
"1995100000","1995年度","39203","高知県 安芸市","","22,377",""
"1995100000","1995年度","39204","高知県 南国市","","48,192",""
"1995100000","1995年度","39205","高知県 土佐市","","30,723",""
"1995100000","1995年度","39206","高知県 須崎市","","28,742",""
"1995100000","1995年度","39208","高知県 宿毛市","","25,919",""
"1995100000","1995年度","39209","高知県 土佐清水市","","19,582",""
"1995100000","1995年度","39210","高知県 四万十市","","38,991",""
"1995100000","1995年度","39211","高知県 香南市","","31,481",""
"1995100000","1995年度","39212","高知県 香美市","","31,076",""
"1995100000","1995年度","39301","高知県 東洋町","","4,068",""
"1995100000","1995年度","39302","高知県 奈半利町","","4,291",""
"1995100000","1995年度","39303","高知県 田野町","","3,575",""
"1995100000","1995年度","39304","高知県 安田町","","3,826",""
"1995100000","1995年度","39305","高知県 北川村","","1,650",""
"1995100000","1995年度","39306","高知県 馬路村","","1,242",""
"1995100000","1995年度","39307","高知県 芸西村","","4,383",""
"1995100000","1995年度","39341","高知県 本山町","","4,901",""
"1995100000","1995年度","39344","高知県 大豊町","","6,979",""
"1995100000","1995年度","39363","高知県 土佐町","","5,292",""
"1995100000","1995年度","39364","高知県 大川村","","680",""
"1995100000","1995年度","39386","高知県 いの町","","30,079",""
"1995100000","1995年度","39387","高知県 仁淀川町","","8,919",""
"1995100000","1995年度","39401","高知県 中土佐町","","9,321",""
"1995100000","1995年度","39402","高知県 佐川町","","15,148",""
"1995100000","1995年度","39403","高知県 越知町","","7,803",""
"1995100000","1995年度","39405","高知県 檮原町","","4,998",""
"1995100000","1995年度","39410","高知県 日高村","","6,105",""
"1995100000","1995年度","39411","高知県 津野町","","7,554",""
"1995100000","1995年度","39412","高知県 四万十町","","23,081",""
"1995100000","1995年度","39424","高知県 大月町","","7,422",""
"1995100000","1995年度","39427","高知県 三原村","","1,986",""
"1995100000","1995年度","39428","高知県 黒潮町","","15,024",""
"1995100000","1995年度","40100","福岡県 北九州市","","1,019,598",""
"1995100000","1995年度","40101","福岡県 北九州市 門司区","","120,890",""
"1995100000","1995年度","40103","福岡県 北九州市 若松区","","91,755",""
"1995100000","1995年度","40105","福岡県 北九州市 戸畑区","","66,203",""
"1995100000","1995年度","40106","福岡県 北九州市 小倉北区","","194,194",""
"1995100000","1995年度","40107","福岡県 北九州市 小倉南区","","204,975",""
"1995100000","1995年度","40108","福岡県 北九州市 八幡東区","","85,405",""
"1995100000","1995年度","40109","福岡県 北九州市 八幡西区","","256,176",""
"1995100000","1995年度","40130","福岡県 福岡市","","1,284,795",""
"1995100000","1995年度","40131","福岡県 福岡市 東区","","261,541",""
"1995100000","1995年度","40132","福岡県 福岡市 博多区","","169,319",""
"1995100000","1995年度","40133","福岡県 福岡市 中央区","","139,596",""
"1995100000","1995年度","40134","福岡県 福岡市 南区","","238,652",""
"1995100000","1995年度","40135","福岡県 福岡市 西区","","154,667",""
"1995100000","1995年度","40136","福岡県 福岡市 城南区","","124,224",""
"1995100000","1995年度","40137","福岡県 福岡市 早良区","","196,796",""
"1995100000","1995年度","40202","福岡県 大牟田市","","145,085",""
"1995100000","1995年度","40203","福岡県 久留米市","","302,741",""
"1995100000","1995年度","40204","福岡県 直方市","","61,623",""
"1995100000","1995年度","40205","福岡県 飯塚市","","140,463",""
"1995100000","1995年度","40206","福岡県 田川市","","56,547",""
"1995100000","1995年度","40207","福岡県 柳川市","","79,806",""
"1995100000","1995年度","40210","福岡県 八女市","","79,492",""
"1995100000","1995年度","40211","福岡県 筑後市","","45,289",""
"1995100000","1995年度","40212","福岡県 大川市","","43,341",""
"1995100000","1995年度","40213","福岡県 行橋市","","67,833",""
"1995100000","1995年度","40214","福岡県 豊前市","","29,716",""
"1995100000","1995年度","40215","福岡県 中間市","","49,353",""
"1995100000","1995年度","40216","福岡県 小郡市","","50,612",""
"1995100000","1995年度","40217","福岡県 筑紫野市","","81,988",""
"1995100000","1995年度","40218","福岡県 春日市","","99,206",""
"1995100000","1995年度","40219","福岡県 大野城市","","82,903",""
"1995100000","1995年度","40220","福岡県 宗像市","","86,938",""
"1995100000","1995年度","40221","福岡県 太宰府市","","64,913",""
"1995100000","1995年度","40223","福岡県 古賀市","","51,244",""
"1995100000","1995年度","40224","福岡県 福津市","","54,144",""
"1995100000","1995年度","40225","福岡県 うきは市","","35,179",""
"1995100000","1995年度","40226","福岡県 宮若市","","32,197",""
"1995100000","1995年度","40227","福岡県 嘉麻市","","50,804",""
"1995100000","1995年度","40228","福岡県 朝倉市","","62,593",""
"1995100000","1995年度","40229","福岡県 みやま市","","47,928",""
"1995100000","1995年度","40230","福岡県 糸島市","","88,691",""
"1995100000","1995年度","40231","福岡県 那珂川市","","42,345",""
"1995100000","1995年度","40341","福岡県 宇美町","","36,728",""
"1995100000","1995年度","40342","福岡県 篠栗町","","26,314",""
"1995100000","1995年度","40343","福岡県 志免町","","36,199",""
"1995100000","1995年度","40344","福岡県 須恵町","","24,125",""
"1995100000","1995年度","40345","福岡県 新宮町","","19,227",""
"1995100000","1995年度","40348","福岡県 久山町","","7,509",""
"1995100000","1995年度","40349","福岡県 粕屋町","","31,504",""
"1995100000","1995年度","40381","福岡県 芦屋町","","16,685",""
"1995100000","1995年度","40382","福岡県 水巻町","","31,289",""
"1995100000","1995年度","40383","福岡県 岡垣町","","28,807",""
"1995100000","1995年度","40384","福岡県 遠賀町","","18,999",""
"1995100000","1995年度","40401","福岡県 小竹町","","10,517",""
"1995100000","1995年度","40402","福岡県 鞍手町","","20,248",""
"1995100000","1995年度","40421","福岡県 桂川町","","14,667",""
"1995100000","1995年度","40447","福岡県 筑前町","","27,078",""
"1995100000","1995年度","40448","福岡県 東峰村","","3,117",""
"1995100000","1995年度","40503","福岡県 大刀洗町","","14,755",""
"1995100000","1995年度","40522","福岡県 大木町","","13,525",""
"1995100000","1995年度","40544","福岡県 広川町","","19,437",""
"1995100000","1995年度","40601","福岡県 香春町","","13,892",""
"1995100000","1995年度","40602","福岡県 添田町","","13,763",""
"1995100000","1995年度","40604","福岡県 糸田町","","10,915",""
"1995100000","1995年度","40605","福岡県 川崎町","","21,276",""
"1995100000","1995年度","40608","福岡県 大任町","","6,196",""
"1995100000","1995年度","40609","福岡県 赤村","","3,726",""
"1995100000","1995年度","40610","福岡県 福智町","","27,031",""
"1995100000","1995年度","40621","福岡県 苅田町","","35,072",""
"1995100000","1995年度","40625","福岡県 みやこ町","","24,689",""
"1995100000","1995年度","40642","福岡県 吉富町","","7,223",""
"1995100000","1995年度","40646","福岡県 上毛町","","8,443",""
"1995100000","1995年度","40647","福岡県 築上町","","23,070",""
"1995100000","1995年度","41201","佐賀県 佐賀市","","246,674",""
"1995100000","1995年度","41202","佐賀県 唐津市","","137,436",""
"1995100000","1995年度","41203","佐賀県 鳥栖市","","57,414",""
"1995100000","1995年度","41204","佐賀県 多久市","","24,507",""
"1995100000","1995年度","41205","佐賀県 伊万里市","","60,348",""
"1995100000","1995年度","41206","佐賀県 武雄市","","53,943",""
"1995100000","1995年度","41207","佐賀県 鹿島市","","34,083",""
"1995100000","1995年度","41208","佐賀県 小城市","","43,491",""
"1995100000","1995年度","41209","佐賀県 嬉野市","","32,389",""
"1995100000","1995年度","41210","佐賀県 神埼市","","33,049",""
"1995100000","1995年度","41327","佐賀県 吉野ヶ里町","","15,631",""
"1995100000","1995年度","41341","佐賀県 基山町","","18,444",""
"1995100000","1995年度","41345","佐賀県 上峰町","","8,210",""
"1995100000","1995年度","41346","佐賀県 みやき町","","28,625",""
"1995100000","1995年度","41387","佐賀県 玄海町","","7,737",""
"1995100000","1995年度","41401","佐賀県 有田町","","22,818",""
"1995100000","1995年度","41423","佐賀県 大町町","","8,787",""
"1995100000","1995年度","41424","佐賀県 江北町","","9,539",""
"1995100000","1995年度","41425","佐賀県 白石町","","29,510",""
"1995100000","1995年度","41441","佐賀県 太良町","","11,681",""
"1995100000","1995年度","42201","長崎県 長崎市","","487,063",""
"1995100000","1995年度","42202","長崎県 佐世保市","","279,551",""
"1995100000","1995年度","42203","長崎県 島原市","","52,853",""
"1995100000","1995年度","42204","長崎県 諫早市","","142,517",""
"1995100000","1995年度","42205","長崎県 大村市","","79,279",""
"1995100000","1995年度","42207","長崎県 平戸市","","43,966",""
"1995100000","1995年度","42208","長崎県 松浦市","","30,470",""
"1995100000","1995年度","42209","長崎県 対馬市","","43,513",""
"1995100000","1995年度","42210","長崎県 壱岐市","","35,089",""
"1995100000","1995年度","42211","長崎県 五島市","","51,295",""
"1995100000","1995年度","42212","長崎県 西海市","","36,327",""
"1995100000","1995年度","42213","長崎県 雲仙市","","54,048",""
"1995100000","1995年度","42214","長崎県 南島原市","","58,898",""
"1995100000","1995年度","42307","長崎県 長与町","","35,377",""
"1995100000","1995年度","42308","長崎県 時津町","","26,932",""
"1995100000","1995年度","42321","長崎県 東彼杵町","","10,349",""
"1995100000","1995年度","42322","長崎県 川棚町","","15,064",""
"1995100000","1995年度","42323","長崎県 波佐見町","","15,565",""
"1995100000","1995年度","42383","長崎県 小値賀町","","4,238",""
"1995100000","1995年度","42391","長崎県 佐々町","","12,695",""
"1995100000","1995年度","42411","長崎県 新上五島町","","29,845",""
"1995100000","1995年度","43100","熊本県 熊本市","","708,097",""
"1995100000","1995年度","43101","熊本県 熊本市 中央区","","-",""
"1995100000","1995年度","43102","熊本県 熊本市 東区","","-",""
"1995100000","1995年度","43103","熊本県 熊本市 西区","","-",""
"1995100000","1995年度","43104","熊本県 熊本市 南区","","-",""
"1995100000","1995年度","43105","熊本県 熊本市 北区","","-",""
"1995100000","1995年度","43202","熊本県 八代市","","143,712",""
"1995100000","1995年度","43203","熊本県 人吉市","","39,373",""
"1995100000","1995年度","43204","熊本県 荒尾市","","57,389",""
"1995100000","1995年度","43205","熊本県 水俣市","","32,842",""
"1995100000","1995年度","43206","熊本県 玉名市","","72,900",""
"1995100000","1995年度","43208","熊本県 山鹿市","","60,991",""
"1995100000","1995年度","43210","熊本県 菊池市","","52,545",""
"1995100000","1995年度","43211","熊本県 宇土市","","35,010",""
"1995100000","1995年度","43212","熊本県 上天草市","","36,667",""
"1995100000","1995年度","43213","熊本県 宇城市","","64,008",""
"1995100000","1995年度","43214","熊本県 阿蘇市","","31,364",""
"1995100000","1995年度","43215","熊本県 天草市","","107,823",""
"1995100000","1995年度","43216","熊本県 合志市","","46,925",""
"1995100000","1995年度","43348","熊本県 美里町","","13,594",""
"1995100000","1995年度","43364","熊本県 玉東町","","6,038",""
"1995100000","1995年度","43367","熊本県 南関町","","12,076",""
"1995100000","1995年度","43368","熊本県 長洲町","","17,833",""
"1995100000","1995年度","43369","熊本県 和水町","","12,902",""
"1995100000","1995年度","43403","熊本県 大津町","","26,376",""
"1995100000","1995年度","43404","熊本県 菊陽町","","26,273",""
"1995100000","1995年度","43423","熊本県 南小国町","","4,818",""
"1995100000","1995年度","43424","熊本県 小国町","","9,413",""
"1995100000","1995年度","43425","熊本県 産山村","","1,885",""
"1995100000","1995年度","43428","熊本県 高森町","","7,703",""
"1995100000","1995年度","43432","熊本県 西原村","","5,144",""
"1995100000","1995年度","43433","熊本県 南阿蘇村","","12,864",""
"1995100000","1995年度","43441","熊本県 御船町","","18,438",""
"1995100000","1995年度","43442","熊本県 嘉島町","","7,654",""
"1995100000","1995年度","43443","熊本県 益城町","","30,757",""
"1995100000","1995年度","43444","熊本県 甲佐町","","12,372",""
"1995100000","1995年度","43447","熊本県 山都町","","21,746",""
"1995100000","1995年度","43468","熊本県 氷川町","","14,287",""
"1995100000","1995年度","43482","熊本県 芦北町","","23,744",""
"1995100000","1995年度","43484","熊本県 津奈木町","","5,793",""
"1995100000","1995年度","43501","熊本県 錦町","","12,095",""
"1995100000","1995年度","43505","熊本県 多良木町","","12,701",""
"1995100000","1995年度","43506","熊本県 湯前町","","5,350",""
"1995100000","1995年度","43507","熊本県 水上村","","2,919",""
"1995100000","1995年度","43510","熊本県 相良村","","5,756",""
"1995100000","1995年度","43511","熊本県 五木村","","1,687",""
"1995100000","1995年度","43512","熊本県 山江村","","4,118",""
"1995100000","1995年度","43513","熊本県 球磨村","","5,665",""
"1995100000","1995年度","43514","熊本県 あさぎり町","","18,533",""
"1995100000","1995年度","43531","熊本県 苓北町","","9,613",""
"1995100000","1995年度","44201","大分県 大分市","","446,581",""
"1995100000","1995年度","44202","大分県 別府市","","128,255",""
"1995100000","1995年度","44203","大分県 中津市","","86,679",""
"1995100000","1995年度","44204","大分県 日田市","","79,776",""
"1995100000","1995年度","44205","大分県 佐伯市","","88,116",""
"1995100000","1995年度","44206","大分県 臼杵市","","46,830",""
"1995100000","1995年度","44207","大分県 津久見市","","24,848",""
"1995100000","1995年度","44208","大分県 竹田市","","30,368",""
"1995100000","1995年度","44209","大分県 豊後高田市","","27,337",""
"1995100000","1995年度","44210","大分県 杵築市","","33,370",""
"1995100000","1995年度","44211","大分県 宇佐市","","63,819",""
"1995100000","1995年度","44212","大分県 豊後大野市","","45,191",""
"1995100000","1995年度","44213","大分県 由布市","","34,773",""
"1995100000","1995年度","44214","大分県 国東市","","36,253",""
"1995100000","1995年度","44322","大分県 姫島村","","2,996",""
"1995100000","1995年度","44341","大分県 日出町","","24,433",""
"1995100000","1995年度","44461","大分県 九重町","","12,022",""
"1995100000","1995年度","44462","大分県 玖珠町","","19,659",""
"1995100000","1995年度","45201","宮崎県 宮崎市","","384,391",""
"1995100000","1995年度","45202","宮崎県 都城市","","174,054",""
"1995100000","1995年度","45203","宮崎県 延岡市","","141,751",""
"1995100000","1995年度","45204","宮崎県 日南市","","65,809",""
"1995100000","1995年度","45205","宮崎県 小林市","","52,828",""
"1995100000","1995年度","45206","宮崎県 日向市","","64,341",""
"1995100000","1995年度","45207","宮崎県 串間市","","25,243",""
"1995100000","1995年度","45208","宮崎県 西都市","","36,331",""
"1995100000","1995年度","45209","宮崎県 えびの市","","25,872",""
"1995100000","1995年度","45341","宮崎県 三股町","","22,941",""
"1995100000","1995年度","45361","宮崎県 高原町","","11,619",""
"1995100000","1995年度","45382","宮崎県 国富町","","22,130",""
"1995100000","1995年度","45383","宮崎県 綾町","","7,419",""
"1995100000","1995年度","45401","宮崎県 高鍋町","","22,886",""
"1995100000","1995年度","45402","宮崎県 新富町","","18,037",""
"1995100000","1995年度","45403","宮崎県 西米良村","","1,543",""
"1995100000","1995年度","45404","宮崎県 木城町","","5,727",""
"1995100000","1995年度","45405","宮崎県 川南町","","18,053",""
"1995100000","1995年度","45406","宮崎県 都農町","","12,618",""
"1995100000","1995年度","45421","宮崎県 門川町","","19,155",""
"1995100000","1995年度","45429","宮崎県 諸塚村","","2,687",""
"1995100000","1995年度","45430","宮崎県 椎葉村","","4,160",""
"1995100000","1995年度","45431","宮崎県 美郷町","","8,251",""
"1995100000","1995年度","45441","宮崎県 高千穂町","","16,780",""
"1995100000","1995年度","45442","宮崎県 日之影町","","5,928",""
"1995100000","1995年度","45443","宮崎県 五ヶ瀬町","","5,265",""
"1995100000","1995年度","46201","鹿児島県 鹿児島市","","594,430",""
"1995100000","1995年度","46203","鹿児島県 鹿屋市","","105,059",""
"1995100000","1995年度","46204","鹿児島県 枕崎市","","27,640",""
"1995100000","1995年度","46206","鹿児島県 阿久根市","","27,506",""
"1995100000","1995年度","46208","鹿児島県 出水市","","58,655",""
"1995100000","1995年度","46210","鹿児島県 指宿市","","50,529",""
"1995100000","1995年度","46213","鹿児島県 西之表市","","19,822",""
"1995100000","1995年度","46214","鹿児島県 垂水市","","20,933",""
"1995100000","1995年度","46215","鹿児島県 薩摩川内市","","106,737",""
"1995100000","1995年度","46216","鹿児島県 日置市","","52,791",""
"1995100000","1995年度","46217","鹿児島県 曽於市","","46,328",""
"1995100000","1995年度","46218","鹿児島県 霧島市","","122,279",""
"1995100000","1995年度","46219","鹿児島県 いちき串木野市","","35,534",""
"1995100000","1995年度","46220","鹿児島県 南さつま市","","45,845",""
"1995100000","1995年度","46221","鹿児島県 志布志市","","36,694",""
"1995100000","1995年度","46222","鹿児島県 奄美市","","53,410",""
"1995100000","1995年度","46223","鹿児島県 南九州市","","45,792",""
"1995100000","1995年度","46224","鹿児島県 伊佐市","","35,007",""
